TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2024-10-15 11:46:49.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-19E7
2024-10-15 11:46:50.555,0.2605917496406905,-0.3282625291866259,0.5400687475745394,0.1454622256737979,0.630241094051479,-0.03314479684973291,0.135505094427697,0.2009696377900652,1.147569190665095,0.2862763620066325,0.2819962013648519,0.7888804101124688,0.7856566414538382,0.01582695322651766,0.05347022582607495,0.4908201854656626,0.8180207507674173,-0.1766837528638799,-0.2877761365360386,0.5723722681469438,1167.692307692308,795.3846153846154,800.6227106227107,954.5421245421246,999.2673992673992,-0.047791,0.029724,1.017883,4.403839,-6.669312,-4.044952,1,1,1,1,1,35.000000
2024-10-15 11:46:51.555,0.08412315325445119,0.02118476788730707,0.4488431332607639,-0.0697988750454268,0.09140723335269897,-0.494409365544932,-0.06753497555094595,-0.1642065163397905,1.048198058852576,0.04616085481242841,0.2561490223101188,0.7201784369891158,0.4245561225117384,-0.02768551484635077,-0.08680616769821183,0.5267994473649501,0.1737348803141701,-0.2919092177348682,-0.07444107045321055,0.5541717927913263,1037.142857142857,797.3992673992674,793.7728937728938,892.4908424908425,593.5164835164835,-0.047058,0.031677,1.011108,5.196381,-7.125397,-4.620667,1,1,1,1,1,35.000000
2024-10-15 11:46:51.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-15 11:46:52.555,0.02437262286838211,0.08196557524419268,0.3399203408794848,-0.1670710038321818,0.3343853717132175,-0.512406384972553,-0.1283926525461559,-0.06097124539292638,0.9325788244927701,-0.007547356967196788,0.2669540146226189,0.8357804735845156,0.4729722895937663,-0.2589894263763804,0.02576182074037316,0.5048023552219483,0.4017879529684512,-0.2576435425356337,-0.1897155887537193,0.4325582661301221,1131.025641025641,804.2490842490843,811.5018315018315,940.0366300366301,783.2967032967033,-0.046875,0.029480,1.018372,5.084229,-6.931000,-4.979553,1,1,1,1,1,35.000000
2024-10-15 11:46:53.555,-0.1002069085321892,-0.4947470155706168,0.5575174880274167,0.05906801660183878,0.2792008368944281,-0.288066382717745,-0.2724687758629296,0.000291900238285872,1.012283700048212,0.2697719061267559,0.253595031901408,0.7466034920307713,0.5826778349711066,0.02352853429479975,0.01944523220901249,0.4630904535893288,0.2745333247995386,-0.2598782617555849,-0.3577844579881769,0.2801587411529914,1197.106227106227,805.4578754578755,811.9047619047619,973.8827838827839,929.1575091575091,-0.046631,0.028870,1.021118,4.673004,-6.998291,-4.336548,1,1,1,1,1,35.000000
2024-10-15 11:46:54.555,0.4337032504539735,0.3126929531017011,0.5404461372538752,0.593588651322316,0.3310235401372493,0.09891695651448032,-0.2513684462586926,0.3659208584008434,1.069500156932287,0.218355639968623,0.009564268933048447,0.8115255946774421,0.5759815640642414,0.1553057561938705,0.06654160008056118,0.4597032593412076,0.08902472534336575,-0.1058548235006925,-0.1572443605191318,0.4127188196178314,918.6813186813187,793.3699633699634,825.2014652014652,794.981684981685,932.7838827838829,-0.050232,0.030701,1.017822,4.919739,-5.218811,-3.790741,1,1,1,1,1,35.000000
2024-10-15 11:46:54.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-15 11:46:54.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-15 11:46:55.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-15 11:46:55.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-15 11:46:55.555,0.6238116695818698,0.6902021578960702,0.4939367763524138,0.8633054786610382,0.5417312851770034,0.330569125047465,-0.1021477942813333,0.5597620870468268,1.036651221263118,-0.001868675574338361,-0.1072089782577503,0.7656955929818295,0.4381931155681265,0.2373350136339994,0.1592445863745593,0.5182040566396156,0.2375306174796808,0.08676816607574024,0.07056123937014842,0.5386704759875952,1110.07326007326,783.2967032967033,829.2307692307693,923.919413919414,972.2710622710623,-0.189880,0.036011,0.998962,3.626251,-12.650757,-4.605713,1,1,1,1,1,30.000000
2024-10-15 11:46:56.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-15 11:46:56.568,0.2912765519153281,0.7705505289965739,0.4939367763524138,0.3831893747572478,0.5391670324425902,0.3888898649230796,-0.1021477942813333,0.2741089429242775,0.6870998817139792,-0.0184635422222268,-0.1072089782577503,0.7575403747675977,0.7415791960976688,0.2606092891535081,0.1592445863745593,0.7610634373817116,0.4814212437160135,0.145651383654696,0.07056123937014842,0.4756110054033091,827.6190476190476,784.1025641025641,790.1465201465202,799.4139194139194,981.5384615384615,-0.128479,0.033142,1.008667,4.590759,-8.860016,-4.433746,1,1,1,1,1,30.000000
2024-10-15 11:46:57.568,0.2409716076396121,-0.3854460779089576,0.105191020082476,0.2292593956959599,0.1552566212370317,-0.395138900066584,-0.4390784914744933,0.06735774939514455,1.268924514510096,0.2997608213754858,0.1165937683828627,0.7626675237047683,0.7120624843061206,0.09677035444811907,0.118190504979816,0.6748544585926169,0.3508862259539343,-0.2408642824457881,-0.2698122470245161,0.4663584790058375,965.4212454212454,795.7875457875458,796.5934065934066,857.8388278388279,737.3626373626374,-0.104675,0.034851,1.014038,4.755249,-8.246918,-3.910370,1,1,1,1,1,30.000000
2024-10-15 11:46:57.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-15 11:46:58.554,0.1937571512082606,-0.3467231502654965,0.03076101239816808,-0.1109487854947263,0.2705980907324134,-0.08987646622498562,-0.3991502803131296,0.17083654262221,1.332770129126484,0.5440041997153579,0.2098504364655473,0.540853521329723,0.8074649395335327,0.1169861770045054,-0.00225949007114556,0.5716746181370586,0.3694920360974151,-0.2594033926245803,-0.209716474731916,0.3437251464488848,1091.941391941392,798.6080586080586,797.8021978021978,921.9047619047619,718.4249084249085,-0.086853,0.029663,1.012878,4.560852,-7.192688,-4.291687,1,1,1,1,1,30.000000
2024-10-15 11:46:59.555,0.3166854026396972,-0.2423526108096954,0.07420537139116029,0.2170241318831669,0.3029022240584773,-0.1465577559032619,-0.2131568832807122,0.4536137174945877,0.8042161463720511,0.5718665447587311,0.2407477624372135,0.8019427407058913,0.7777821435677441,-0.06260782355170012,-0.3158929261501234,0.3739165127093991,0.3196641296133846,-0.3458191764395612,-0.2923090267540989,0.2167567410386204,783.2967032967033,786.1172161172161,786.5201465201466,783.2967032967033,944.4688644688645,-0.078003,0.030579,1.016602,4.575806,-7.656250,-4.635620,1,1,1,1,1,30.000000
2024-10-15 11:46:59.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-15 11:47:00.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-15 11:47:00.555,0.4944145406723849,0.08852045576626011,0.3028462930709101,0.3654036267280855,0.1682404522285605,0.2769206602436906,0.1143130832013238,0.4384068212912786,0.6176605339034411,0.5655525735433427,0.3481217467067586,0.8207729394539818,0.8087820603407869,-0.04781927974786884,-0.09547588269462765,0.4593764943349042,0.175545219273529,-0.2978738532398638,-0.2630245208569051,0.3114997991782804,1157.619047619048,804.2490842490843,812.3076923076924,955.7509157509157,672.4908424908425,-0.093689,-0.023132,1.023254,7.880554,-1.861725,-7.858124,1,1,1,1,1,30.000000
2024-10-15 11:47:00.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-15 11:47:01.555,0.2874498231404444,0.7140234649955587,0.5052628081445146,0.1895116318865344,0.14587646057912,0.569901383155732,0.3555876810994436,0.3760151279486221,0.5292639389052713,0.6743245107128779,0.2773295487791537,0.7152241630916257,0.7452600262661239,0.2482365273235767,0.03876132960148151,0.4753460243411295,0.01204829759002995,-0.07189330632646036,-0.2255808457805649,0.3722746100366424,1016.593406593407,817.948717948718,806.6666666666667,861.8681318681319,892.0879120879121,-0.109131,0.059082,1.031677,40.195312,-38.438263,11.207733,1,1,1,1,1,30.000000
2024-10-15 11:47:01.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-15 11:47:02.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
